url,md_status,html_status,word_count,md_h1,html_title,html_h1,meta_description,is_api,has_warning,has_code_fence,mentions,placeholders
https://docs.oviond.com/api/automations/delete-automation,200,200,33,Delete Automation,Delete Automation - Oviond,Delete Automation,Soft-delete an automation and remove it from the cron scheduler,True,False,True,cron scheduler,
https://docs.oviond.com/api/automations/get-automation-history,200,200,29,Get Automation History,Get Automation History - Oviond,Get Automation History,Get execution history for an automation,True,False,True,,
https://docs.oviond.com/api/automations/list-automations,200,200,31,List Automations,List Automations - Oviond,List Automations,List automations across all projects for the current account,True,False,True,,
https://docs.oviond.com/api/automations/pause-automation,200,200,33,Pause Automation,Pause Automation - Oviond,Pause Automation,Pause an automation (removes the cron job but retains the config),True,False,True,,
https://docs.oviond.com/api/automations/test-automation,200,200,29,Test Automation,Test Automation - Oviond,Test Automation,Trigger a test execution of an automation,True,False,True,,
https://docs.oviond.com/api/automations/unpause-automation,200,200,31,Unpause Automation,Unpause Automation - Oviond,Unpause Automation,Resume a paused automation (re-registers the cron job),True,False,True,,
https://docs.oviond.com/api/automations/update-automation,200,200,28,Update Automation,Update Automation - Oviond,Update Automation,Update automation schedule and notification settings,True,False,True,,
https://docs.oviond.com/api/billing/list-invoices,200,200,28,List Invoices,List Invoices - Oviond,List Invoices,List Stripe invoices for a customer,True,False,True,Stripe,
https://docs.oviond.com/api/billing/list-plans,200,200,28,List Plans,List Plans - Oviond,List Plans,List available subscription plans from Stripe,True,False,True,Stripe,
https://docs.oviond.com/api/branding/get-branding,200,200,25,Get Branding,Get Branding - Oviond,Get Branding,Get branding settings,True,False,True,,
https://docs.oviond.com/api/branding/update-branding,200,200,25,Update Branding,Update Branding - Oviond,Update Branding,Update branding settings,True,False,True,,
https://docs.oviond.com/api/calculated-metrics/create-calculated-metric,200,200,28,Create Calculated Metric,Create Calculated Metric - Oviond,Create Calculated Metric,Create a new calculated metric,True,False,True,,
https://docs.oviond.com/api/calculated-metrics/delete-calculated-metric,200,200,27,Delete Calculated Metric,Delete Calculated Metric - Oviond,Delete Calculated Metric,Delete a calculated metric,True,False,True,,
https://docs.oviond.com/api/calculated-metrics/duplicate-calculated-metric,200,200,27,Duplicate Calculated Metric,Duplicate Calculated Metric - Oviond,Duplicate Calculated Metric,Duplicate a calculated metric,True,False,True,,
https://docs.oviond.com/api/calculated-metrics/list-calculated-metrics,200,200,31,List Calculated Metrics,List Calculated Metrics - Oviond,List Calculated Metrics,List all calculated metrics for the current account,True,False,True,,
https://docs.oviond.com/api/calculated-metrics/update-calculated-metric,200,200,27,Update Calculated Metric,Update Calculated Metric - Oviond,Update Calculated Metric,Update a calculated metric,True,False,True,,
https://docs.oviond.com/api/clients/bulk-delete-clients,200,200,28,Bulk Delete Clients,Bulk Delete Clients - Oviond,Bulk Delete Clients,Delete multiple clients by ID,True,False,True,,
https://docs.oviond.com/api/clients/count-clients,200,200,29,Count Clients,Count Clients - Oviond,Count Clients,Count total clients for the current account,True,False,True,,
https://docs.oviond.com/api/clients/create-client,200,200,26,Create Client,Create Client - Oviond,Create Client,Create a new client,True,False,True,,
https://docs.oviond.com/api/clients/delete-client,200,200,32,Delete Client,Delete Client - Oviond,Delete Client,Delete a client and all its associated projects and widgets,True,False,True,,
https://docs.oviond.com/api/clients/get-client,200,200,28,Get Client,Get Client - Oviond,Get Client,Get a single client by ID,True,False,True,,
https://docs.oviond.com/api/clients/list-all-clients,200,200,30,List All Clients,List All Clients - Oviond,List All Clients,List all clients with optional field selection,True,False,True,client_integrations,
https://docs.oviond.com/api/clients/list-client-integrations,200,200,29,List Client Integrations,List Client Integrations - Oviond,List Client Integrations,List integrations connected to a client,True,False,True,,
https://docs.oviond.com/api/clients/list-clients,200,200,28,List Clients,List Clients - Oviond,List Clients,List clients for the current account,True,False,True,,
https://docs.oviond.com/api/clients/move-client-folder,200,200,31,Move Client Folder,Move Client Folder - Oviond,Move Client Folder,Move a client to one or more folders,True,False,True,,
https://docs.oviond.com/api/clients/refresh-screenshot,200,200,47,Refresh Screenshot,Refresh Screenshot - Oviond,Refresh Screenshot,Re-fetches the screenshot synchronously using the client's stored website and returns the new URL. Use this for user-triggered refresh on the dashboard card.,True,False,True,,
https://docs.oviond.com/api/clients/update-client,200,200,25,Update Client,Update Client - Oviond,Update Client,Update a client,True,False,True,,
https://docs.oviond.com/api/company/get-company,200,200,29,Get Company,Get Company - Oviond,Get Company,Get company settings for the current account,True,False,True,,
https://docs.oviond.com/api/company/update-company,200,200,25,Update Company,Update Company - Oviond,Update Company,Update company settings,True,False,True,,
https://docs.oviond.com/api/custom-data/create-custom-data,200,200,30,Create Custom Data,Create Custom Data - Oviond,Create Custom Data,"Create a new custom dataset (max 10,000 rows)",True,False,True,raw_data,
https://docs.oviond.com/api/custom-data/delete-custom-data,200,200,27,Delete Custom Data,Delete Custom Data - Oviond,Delete Custom Data,Delete a custom dataset,True,False,True,,
https://docs.oviond.com/api/custom-data/duplicate-custom-data,200,200,27,Duplicate Custom Data,Duplicate Custom Data - Oviond,Duplicate Custom Data,Duplicate a custom dataset,True,False,True,,
https://docs.oviond.com/api/custom-data/get-custom-data,200,200,33,Get Custom Data,Get Custom Data - Oviond,Get Custom Data,Get a single custom dataset by ID (includes raw_data),True,False,True,raw_data,
https://docs.oviond.com/api/custom-data/list-custom-data,200,200,33,List Custom Data,List Custom Data - Oviond,List Custom Data,List custom datasets for the current account (no raw_data),True,False,True,raw_data,
https://docs.oviond.com/api/custom-data/update-custom-data,200,200,27,Update Custom Data,Update Custom Data - Oviond,Update Custom Data,Update a custom dataset,True,False,True,raw_data,
https://docs.oviond.com/api/data/fetch-resource-data,200,200,35,Fetch Resource Data,Fetch Resource Data - Oviond,Fetch Resource Data,"Proxy a resource data fetch (campaigns, videos, etc.) to api.oviond.com",True,False,True,upstream API,
https://docs.oviond.com/api/data/list-integration-accounts,200,200,32,List Integration Accounts,List Integration Accounts - Oviond,List Integration Accounts,Proxy an integration accounts listing to api.oviond.com,True,False,True,upstream API,
https://docs.oviond.com/api/data/query-data,200,200,31,Query Data,Query Data - Oviond,Query Data,Proxy an integration data query to api.oviond.com,True,False,True,upstream API,
https://docs.oviond.com/api/data/test-connection,200,200,31,Test Connection,Test Connection - Oviond,Test Connection,Proxy an integration connection test to api.oviond.com,True,False,True,upstream API,
https://docs.oviond.com/api/email/add-email-domain,200,200,31,Add Email Domain,Add Email Domain - Oviond,Add Email Domain,Add and register a sending domain with Resend,True,False,True,Resend; Vercel,
https://docs.oviond.com/api/email/add-email-sender,200,200,31,Add Email Sender,Add Email Sender - Oviond,Add Email Sender,Add a sender to the email setup configuration,True,False,True,,
https://docs.oviond.com/api/email/delete-email-domain,200,200,33,Delete Email Domain,Delete Email Domain - Oviond,Delete Email Domain,Remove a sending domain from Resend and the account config,True,False,True,Resend,
https://docs.oviond.com/api/email/delete-smtp-config,200,200,29,Delete SMTP Config,Delete SMTP Config - Oviond,Delete SMTP Config,Remove SMTP configuration from the account,True,False,True,,
https://docs.oviond.com/api/email/get-email-setup,200,200,31,Get Email Setup,Get Email Setup - Oviond,Get Email Setup,Get email setup configuration for the current account,True,False,True,Resend,
https://docs.oviond.com/api/email/list-email-logs,200,200,26,List Email Logs,List Email Logs - Oviond,List Email Logs,Get email logs,True,False,True,,
https://docs.oviond.com/api/email/queue-emails,200,200,42,Queue Emails,Queue Emails - Oviond,Queue Emails,"Enqueue a batch of emails to SQS for async delivery, falling back to direct Resend when SQS is not configured",True,False,True,Resend; SQS,
https://docs.oviond.com/api/email/send-email,200,200,28,Send Email,Send Email - Oviond,Send Email,Send a transactional email via Resend,True,False,True,Resend,
https://docs.oviond.com/api/email/test-smtp,200,200,31,Test SMTP,Test SMTP - Oviond,Test SMTP,Send a test email using the account SMTP configuration,True,False,True,,
https://docs.oviond.com/api/email/update-email-setup,200,200,27,Update Email Setup,Update Email Setup - Oviond,Update Email Setup,Update email setup configuration,True,False,True,,
https://docs.oviond.com/api/email/update-smtp-config,200,200,29,Update SMTP Config,Update SMTP Config - Oviond,Update SMTP Config,Store SMTP configuration for the account,True,False,True,,
https://docs.oviond.com/api/email/verify-email-domain,200,200,30,Verify Email Domain,Verify Email Domain - Oviond,Verify Email Domain,Trigger domain DNS verification check with Resend,True,False,True,Resend; Vercel,
https://docs.oviond.com/api/folders/create-folder,200,200,27,Create Folder,Create Folder - Oviond,Create Folder,Create a new client folder,True,False,True,,
https://docs.oviond.com/api/folders/delete-folder,200,200,32,Delete Folder,Delete Folder - Oviond,Delete Folder,Delete a client folder and unassign all clients from it,True,False,True,,
https://docs.oviond.com/api/folders/list-folders,200,200,30,List Folders,List Folders - Oviond,List Folders,List all client folders for the current account,True,False,True,,
https://docs.oviond.com/api/folders/update-folder,200,200,26,Update Folder,Update Folder - Oviond,Update Folder,Rename a client folder,True,False,True,,
https://docs.oviond.com/api/health/health-check,200,200,22,Health Check,Health Check - Oviond,Health Check,,True,False,True,Supabase,
https://docs.oviond.com/api/integrations/delete-integration,200,200,27,Delete Integration,Delete Integration - Oviond,Delete Integration,Delete an integration auth entry,True,False,True,,
https://docs.oviond.com/api/integrations/delete-profile,200,200,26,Delete Profile,Delete Profile - Oviond,Delete Profile,Delete an auth connection,True,False,True,,
https://docs.oviond.com/api/integrations/link-datasource,200,200,28,Link Datasource,Link Datasource - Oviond,Link Datasource,Link a datasource to a client,True,False,True,,
https://docs.oviond.com/api/integrations/list-all-profiles,200,200,30,List All Profiles,List All Profiles - Oviond,List All Profiles,List all auth profiles for every integration,True,False,True,,
https://docs.oviond.com/api/integrations/list-integration-profiles,200,200,30,List Integration Profiles,List Integration Profiles - Oviond,List Integration Profiles,List auth profiles for a specific integration,True,False,True,,
https://docs.oviond.com/api/integrations/list-integrations,200,200,31,List Integrations,List Integrations - Oviond,List Integrations,List all OAuth integrations stored for the current account,True,False,True,,
https://docs.oviond.com/api/integrations/rename-integration,200,200,27,Rename Integration,Rename Integration - Oviond,Rename Integration,Rename an integration auth entry,True,False,True,,
https://docs.oviond.com/api/integrations/rename-profile,200,200,26,Rename Profile,Rename Profile - Oviond,Rename Profile,Rename an auth connection,True,False,True,,
https://docs.oviond.com/api/integrations/test-auth-connection,200,200,31,Test Auth Connection,Test Auth Connection - Oviond,Test Auth Connection,Test whether a stored auth connection is valid,True,False,True,,
https://docs.oviond.com/api/integrations/unlink-datasource,200,200,28,Unlink Datasource,Unlink Datasource - Oviond,Unlink Datasource,Unlink a datasource from a client,True,False,True,,
https://docs.oviond.com/api/integrations/update-client-integrations,200,200,33,Update Client Integrations,Update Client Integrations - Oviond,Update Client Integrations,Replace the integration rows for a client in client_integrations,True,False,True,client_integrations,
https://docs.oviond.com/api/introduction,200,200,171,Overview,Overview - Oviond,Overview,"Explore the Oviond REST API. Authenticate with a Bearer token, manage reports, integrations, automations, and access public shared report data.",True,False,True,,
https://docs.oviond.com/api/media/bulk-delete-media,200,200,28,Bulk Delete Media,Bulk Delete Media - Oviond,Bulk Delete Media,Soft-delete multiple media items.,True,False,True,,
https://docs.oviond.com/api/media/create-media-folder,200,200,28,Create Media Folder,Create Media Folder - Oviond,Create Media Folder,Create a new media folder.,True,False,True,,
https://docs.oviond.com/api/media/delete-media,200,200,37,Delete Media,Delete Media - Oviond,Delete Media,Soft-delete a media item. The underlying file is retained in S3 for potential restore.,True,False,True,S3,
https://docs.oviond.com/api/media/delete-media-folder,200,200,35,Delete Media Folder,Delete Media Folder - Oviond,Delete Media Folder,Delete a media folder. Media items in the folder are not deleted.,True,False,True,,
https://docs.oviond.com/api/media/group-media,200,200,29,Group Media,Group Media - Oviond,Group Media,Move multiple media items to a folder,True,False,True,,
https://docs.oviond.com/api/media/list-media,200,200,30,List Media,List Media - Oviond,List Media,List media assets for the current account (paginated),True,False,True,,
https://docs.oviond.com/api/media/list-media-folders,200,200,30,List Media Folders,List Media Folders - Oviond,List Media Folders,List media folders for the current account.,True,False,True,,
https://docs.oviond.com/api/media/rename-media-folder,200,200,27,Rename Media Folder,Rename Media Folder - Oviond,Rename Media Folder,Rename a media folder.,True,False,True,,
https://docs.oviond.com/api/media/update-media,200,200,28,Update Media,Update Media - Oviond,Update Media,Update media metadata (e.g. rename).,True,False,True,,
https://docs.oviond.com/api/openapi.json,404,200,0,,,,,True,False,False,,
https://docs.oviond.com/api/pages/create-page,200,200,30,Create Page,Create Page - Oviond,Create Page,Create a page on a project or template.,True,False,True,,
https://docs.oviond.com/api/pages/delete-page,200,200,25,Delete Page,Delete Page - Oviond,Delete Page,Delete a page.,True,False,True,,
https://docs.oviond.com/api/pages/list-pages,200,200,29,List Pages,List Pages - Oviond,List Pages,List pages for a project or template.,True,False,True,,
https://docs.oviond.com/api/pages/update-page,200,200,25,Update Page,Update Page - Oviond,Update Page,Update a page.,True,False,True,,
https://docs.oviond.com/api/pdf/generate-pdf,200,200,30,Generate PDF,Generate PDF - Oviond,Generate PDF,Enqueue a PDF generation job for a report.,True,False,True,S3,
https://docs.oviond.com/api/pdf/get-pdf-status,200,200,31,Get PDF Status,Get PDF Status - Oviond,Get PDF Status,Poll the status of a PDF generation job.,True,False,True,S3; bucket,
https://docs.oviond.com/api/projects/bulk-delete-projects,200,200,28,Bulk Delete Projects,Bulk Delete Projects - Oviond,Bulk Delete Projects,Delete multiple projects by ID.,True,False,True,,
https://docs.oviond.com/api/projects/create-project,200,200,26,Create Project,Create Project - Oviond,Create Project,Create a new project.,True,False,True,,
https://docs.oviond.com/api/projects/delete-pdf-notification,200,200,31,Delete PDF Notification,Delete PDF Notification - Oviond,Delete PDF Notification,Remove a PDF notification entry from a project.,True,False,True,,
https://docs.oviond.com/api/projects/delete-project,200,200,29,Delete Project,Delete Project - Oviond,Delete Project,Delete a project and all its widgets.,True,False,True,,
https://docs.oviond.com/api/projects/duplicate-project,200,200,32,Duplicate Project,Duplicate Project - Oviond,Duplicate Project,"Duplicate a project — deep copy of pages, widgets, and settings.",True,False,True,,
https://docs.oviond.com/api/projects/get-project,200,200,28,Get Project,Get Project - Oviond,Get Project,Get a single project by ID.,True,False,True,,
https://docs.oviond.com/api/projects/list-all-projects,200,200,32,List All Projects,List All Projects - Oviond,List All Projects,List all projects (id + name only) for dropdown selectors.,True,False,True,,
https://docs.oviond.com/api/projects/list-projects,200,200,32,List Projects,List Projects - Oviond,List Projects,List projects for the current account (optionally filtered by client).,True,False,True,,
https://docs.oviond.com/api/projects/update-project,200,200,25,Update Project,Update Project - Oviond,Update Project,Update a project.,True,False,True,,
https://docs.oviond.com/api/saved-metrics/create-saved-metric,200,200,28,Create Saved Metric,Create Saved Metric - Oviond,Create Saved Metric,Create a new saved metric.,True,False,True,,
https://docs.oviond.com/api/saved-metrics/delete-saved-metric,200,200,27,Delete Saved Metric,Delete Saved Metric - Oviond,Delete Saved Metric,Delete a saved metric.,True,False,True,,
https://docs.oviond.com/api/saved-metrics/duplicate-saved-metric,200,200,27,Duplicate Saved Metric,Duplicate Saved Metric - Oviond,Duplicate Saved Metric,Clone a saved metric.,True,False,True,,
https://docs.oviond.com/api/saved-metrics/list-saved-metrics,200,200,31,List Saved Metrics,List Saved Metrics - Oviond,List Saved Metrics,List all saved metrics for the current account.,True,False,True,,
https://docs.oviond.com/api/saved-metrics/update-saved-metric,200,200,27,Update Saved Metric,Update Saved Metric - Oviond,Update Saved Metric,Update a saved metric.,True,False,True,,
https://docs.oviond.com/api/search/search,200,200,31,Search,Search - Oviond,Search,Search clients and projects by name (powers the command palette).,True,False,True,,
https://docs.oviond.com/api/templates/create-template,200,200,34,Create Template,Create Template - Oviond,Create Template,"Create a new template, optionally copying pages and widgets from a project.",True,False,True,,
https://docs.oviond.com/api/templates/delete-template,200,200,25,Delete Template,Delete Template - Oviond,Delete Template,Delete a template.,True,False,True,,
https://docs.oviond.com/api/templates/get-template,200,200,28,Get Template,Get Template - Oviond,Get Template,Get a single template by ID.,True,False,True,,
https://docs.oviond.com/api/templates/list-templates,200,200,28,List Templates,List Templates - Oviond,List Templates,List templates for the current account.,True,False,True,,
https://docs.oviond.com/api/templates/update-template,200,200,25,Update Template,Update Template - Oviond,Update Template,Update a template.,True,False,True,,
https://docs.oviond.com/api/themes/create-theme,200,200,26,Create Theme,Create Theme - Oviond,Create Theme,Create a new theme.,True,False,True,,
https://docs.oviond.com/api/themes/delete-theme,200,200,25,Delete Theme,Delete Theme - Oviond,Delete Theme,Delete a theme.,True,False,True,,
https://docs.oviond.com/api/themes/get-theme,200,200,28,Get Theme,Get Theme - Oviond,Get Theme,Get a single theme by ID.,True,False,True,,
https://docs.oviond.com/api/themes/list-themes,200,200,28,List Themes,List Themes - Oviond,List Themes,List themes for the current account.,True,False,True,,
https://docs.oviond.com/api/themes/update-theme,200,200,25,Update Theme,Update Theme - Oviond,Update Theme,Update a theme.,True,False,True,,
https://docs.oviond.com/api/users/change-email,200,200,28,Change Email,Change Email - Oviond,Change Email,Change the current user email address.,True,False,True,,
https://docs.oviond.com/api/users/delete-user,200,200,29,Delete User,Delete User - Oviond,Delete User,Remove a team member from the account.,True,False,True,,
https://docs.oviond.com/api/users/get-user,200,200,28,Get User,Get User - Oviond,Get User,Get the currently authenticated user profile.,True,False,True,,
https://docs.oviond.com/api/users/invite-user,200,200,29,Invite User,Invite User - Oviond,Invite User,Invite a new user to the account.,True,False,True,,
https://docs.oviond.com/api/users/list-users,200,200,30,List Users,List Users - Oviond,List Users,List all team members for the authenticated account.,True,False,True,,
https://docs.oviond.com/api/users/update-avatar,200,200,28,Update Avatar,Update Avatar - Oviond,Update Avatar,Update the current user profile picture.,True,False,True,,
https://docs.oviond.com/api/users/update-profile,200,200,31,Update Profile,Update Profile - Oviond,Update Profile,"Update the current user profile name, language, and theme.",True,False,True,,
https://docs.oviond.com/api/users/update-user,200,200,30,Update User,Update User - Oviond,Update User,"Edit a team member (role, allowed projects, name).",True,False,True,,
https://docs.oviond.com/api/white-label/add-domain,200,200,36,Add Domain,Add Domain - Oviond,Add Domain,Add a custom domain. Detects the DNS provider and registers the domain on Vercel.,True,False,True,Vercel,
https://docs.oviond.com/api/white-label/check-domain-status,200,200,29,Check Domain Status,Check Domain Status - Oviond,Check Domain Status,Check domain verification status via Vercel.,True,False,True,Vercel,
https://docs.oviond.com/api/white-label/delete-domain,200,200,26,Delete Domain,Delete Domain - Oviond,Delete Domain,Remove a custom domain.,True,False,True,,
https://docs.oviond.com/api/white-label/list-domains,200,200,29,List Domains,List Domains - Oviond,List Domains,List custom domains for the current account.,True,False,True,Vercel,
https://docs.oviond.com/api/widgets/bulk-delete-widgets,200,200,28,Bulk Delete Widgets,Bulk Delete Widgets - Oviond,Bulk Delete Widgets,Delete multiple widgets by ID.,True,False,True,,
https://docs.oviond.com/api/widgets/create-widgets,200,200,27,Create Widgets,Create Widgets - Oviond,Create Widgets,Batch create widgets via upsert.,True,False,True,,
https://docs.oviond.com/api/widgets/delete-widget,200,200,28,Delete Widget,Delete Widget - Oviond,Delete Widget,Delete a single widget by ID.,True,False,True,,
https://docs.oviond.com/api/widgets/get-widget,200,200,28,Get Widget,Get Widget - Oviond,Get Widget,Get a single widget by ID.,True,False,True,,
https://docs.oviond.com/api/widgets/list-widget-ids,200,200,29,List Widget IDs,List Widget IDs - Oviond,List Widget IDs,Get widget IDs for a source.,True,False,True,,
https://docs.oviond.com/api/widgets/list-widgets,200,200,27,List Widgets,List Widgets - Oviond,List Widgets,List widgets for a source.,True,False,True,,
https://docs.oviond.com/api/widgets/update-widget,200,200,28,Update Widget,Update Widget - Oviond,Update Widget,Update a single widget (partial update).,True,False,True,,
https://docs.oviond.com/archive/delete,200,200,160,Permanently Delete,Permanently Delete - Oviond,Permanently Delete,Remove archived items from your account forever.,False,True,False,,
https://docs.oviond.com/archive/restore,200,200,199,Restore,Restore - Oviond,Restore,Bring a soft-deleted item back to your active workspace.,False,False,False,,
https://docs.oviond.com/archive/view,200,200,99,View Archive,View Archive - Oviond,View Archive,"Browse every soft-deleted client, project, and media item.",False,False,False,,
https://docs.oviond.com/authentication,200,200,312,Authentication,Authentication - Oviond,Authentication,"Oviond authenticates API requests with Bearer tokens. Learn how to generate an API key, set the Authorization header, and handle auth errors.",True,True,True,,
https://docs.oviond.com/automations/add,200,200,157,Add Automation,Add Automation - Oviond,Add Automation,Schedule a report or dashboard for recurring email delivery.,False,False,False,,
https://docs.oviond.com/automations/delete,200,200,126,Delete Automation,Delete Automation - Oviond,Delete Automation,Permanently remove a scheduled delivery.,False,False,False,,
https://docs.oviond.com/automations/email,200,200,304,Email Delivery,Email Delivery - Oviond,Email Delivery,"Configure subject, sender, and body of automation emails.",False,True,False,,
https://docs.oviond.com/automations/history,200,200,174,Run History,Run History - Oviond,Run History,See every past run of an automation and its status.,False,False,False,,
https://docs.oviond.com/automations/list,200,200,174,List Automations,List Automations - Oviond,List Automations,"View, pause, or edit every scheduled delivery.",False,False,False,,
https://docs.oviond.com/automations/pdf,200,200,253,PDF Export,PDF Export - Oviond,PDF Export,Generate a PDF from a report — on demand or attached to an automation.,False,False,False,,
https://docs.oviond.com/automations/scheduled,200,200,291,Scheduled Delivery,Scheduled Delivery - Oviond,Scheduled Delivery,"Set the cadence, day, and time an automation fires.",False,False,False,,
https://docs.oviond.com/automations/test,200,200,159,Test Automation,Test Automation - Oviond,Test Automation,Send an automation immediately to verify its content.,False,False,False,,
https://docs.oviond.com/billing/invoices,200,200,154,Invoices,Invoices - Oviond,Invoices,Download every past invoice for your Oviond subscription.,False,False,False,,
https://docs.oviond.com/billing/plans,200,200,240,Plans,Plans - Oviond,Plans,Compare Oviond subscription plans and what's included at each tier.,False,False,False,Stripe,
https://docs.oviond.com/billing/subscription,200,200,233,Subscription,Subscription - Oviond,Subscription,"Change plan, update payment method, or cancel your Oviond subscription.",False,True,False,Stripe,
https://docs.oviond.com/changelog/2026-04,200,200,816,April 2026,April 2026 - Oviond,April 2026,Release notes for the Oviond REST API.,False,False,False,S3; Vercel,
https://docs.oviond.com/clients/add,200,200,192,Create a Client,Create a Client - Oviond,Create a Client,Add a new client workspace in a few fields.,False,False,False,,
https://docs.oviond.com/clients/archive,200,200,170,Archive Client,Archive Client - Oviond,Archive Client,Soft-delete a client with full recovery within the retention window.,False,False,False,,
https://docs.oviond.com/clients/bulk-delete,200,200,191,Bulk Delete,Bulk Delete - Oviond,Bulk Delete,Remove multiple clients at once from your workspace.,False,True,False,,
